Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Transaction_Date,Month,Season,Sales_to_Visibility
FDA13,15.85,Low Fat,0.07867708,Canned,37.8506,OUT049,1999,Medium,Tier 1,Supermarket Type1,341.5554,2023-05-04,5,Spring,4341.231270911428
FDA13,15.85,Low Fat,0.07867708,Canned,37.8506,OUT049,1999,Medium,Tier 1,Supermarket Type1,437.3037436934341,2023-01-07,1,Winter,5558.210138116897
FDA13,15.85,Low Fat,0.07867708,Canned,37.8506,OUT049,1999,Medium,Tier 1,Supermarket Type1,341.5554,2023-09-21,9,Fall,4341.231270911428
FDA13,15.85,Low Fat,0.07867708,Canned,37.8506,OUT049,1999,Medium,Tier 1,Supermarket Type1,341.5554,2023-01-25,1,Winter,4341.231270911428
FDE46,18.6,Low Fat,0.015769693,Snack Foods,152.1366,OUT046,1997,Small,Tier 1,Supermarket Type1,1813.6392,2023-06-05,6,Summer,115007.89520759851
FDE46,18.6,Low Fat,0.015769693,Snack Foods,152.1366,OUT046,1997,Small,Tier 1,Supermarket Type1,1813.6392,2023-02-17,2,Winter,115007.89520759851
FDX25,16.7,Low Fat,0.102633047,Canned,180.8292,OUT017,2007,,Tier 2,Supermarket Type1,3466.1548,2023-10-09,10,Fall,33772.307276427244
FDX25,16.7,Low Fat,0.102633047,Canned,180.8292,OUT017,2007,,Tier 2,Supermarket Type1,3466.1548,2023-12-19,12,Winter,33772.307276427244
FDC58,10.195,Low Fat,0.04217956,Snack Foods,44.2428,OUT017,2007,,Tier 2,Supermarket Type1,703.0848,2023-02-09,2,Winter,16668.850979004997
FDC58,10.195,Low Fat,0.04217956,Snack Foods,44.2428,OUT017,2007,,Tier 2,Supermarket Type1,703.0848,2023-08-29,8,Summer,16668.850979004997
FDC58,10.195,Low Fat,0.04217956,Snack Foods,44.2428,OUT017,2007,,Tier 2,Supermarket Type1,703.0848,2023-07-31,7,Summer,16668.850979004997
NCA42,6.965,Low Fat,0.028710065,Household,158.1604,OUT017,2007,,Tier 2,Supermarket Type1,2693.8268,2023-01-02,1,Winter,93828.65556034094
NCA42,6.965,Low Fat,0.028710065,Household,158.1604,OUT017,2007,,Tier 2,Supermarket Type1,2693.8268,2023-07-27,7,Summer,93828.65556034094
NCA42,6.965,Low Fat,0.028710065,Household,158.1604,OUT017,2007,,Tier 2,Supermarket Type1,3135.171630239659,2023-02-18,2,Winter,109201.13313012906
FDV01,19.2,Regular,0.085082648,Canned,153.5314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2615.923724336521,2023-06-25,6,Summer,30745.67830019255
FDV01,19.2,Regular,0.085082648,Canned,153.5314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2587.814976976608,2023-03-04,3,Spring,30415.308383168893
FDV01,19.2,Regular,0.085082648,Canned,153.5314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2171.8396,2023-09-13,9,Fall,25526.234209353708
FDV01,19.2,Regular,0.085082648,Canned,153.5314,OUT049,1999,Medium,Tier 1,Supermarket Type1,2171.8396,2023-02-03,2,Winter,25526.234209353708
FDU24,6.78,reg,0.140163038,Baking Goods,94.212,OUT046,1997,Small,Tier 1,Supermarket Type1,1273.897734157562,2023-05-06,5,Spring,9088.685236385658
FDU24,6.78,reg,0.140163038,Baking Goods,94.212,OUT046,1997,Small,Tier 1,Supermarket Type1,1274.3242230882158,2023-10-21,10,Fall,9091.728042368886
FDU24,6.78,reg,0.140163038,Baking Goods,94.212,OUT046,1997,Small,Tier 1,Supermarket Type1,1025.332,2023-03-31,3,Spring,7315.280937332424
FDO51,6.785,Regular,0.042153502,Meat,44.0112,OUT018,2009,Medium,Tier 3,Supermarket Type2,435.049386532339,2023-07-02,7,Summer,10320.598903795442
FDO51,6.785,Regular,0.042153502,Meat,44.0112,OUT018,2009,Medium,Tier 3,Supermarket Type2,340.8896,2023-05-22,5,Spring,8086.863103331248
FDO51,6.785,Regular,0.042153502,Meat,44.0112,OUT018,2009,Medium,Tier 3,Supermarket Type2,340.8896,2023-11-21,11,Fall,8086.863103331248
NCN14,19.1,Low Fat,0.15385153,Others,185.1608,OUT010,1998,,Tier 3,Grocery Store,611.5198406644819,2023-07-23,7,Summer,3974.74006702749
NCN14,19.1,Low Fat,0.15385153,Others,185.1608,OUT010,1998,,Tier 3,Grocery Store,551.2824,2023-08-29,8,Summer,3583.210384713107
NCN14,19.1,Low Fat,0.15385153,Others,185.1608,OUT010,1998,,Tier 3,Grocery Store,667.4216895723305,2023-10-08,10,Fall,4338.089387686496
NCN14,19.1,Low Fat,0.15385153,Others,185.1608,OUT010,1998,,Tier 3,Grocery Store,681.3773972020815,2023-12-09,12,Winter,4428.798317456327
FDT37,,Low Fat,0.061753511,Canned,253.3014,OUT019,1985,Small,Tier 1,Grocery Store,614.2863937414761,2023-04-09,4,Spring,9947.392201578241
FDT37,,Low Fat,0.061753511,Canned,253.3014,OUT019,1985,Small,Tier 1,Grocery Store,510.0028,2023-06-28,6,Summer,8258.685081079844
FDT37,,Low Fat,0.061753511,Canned,253.3014,OUT019,1985,Small,Tier 1,Grocery Store,510.0028,2023-08-14,8,Summer,8258.685081079844
FDY09,15.6,Low Fat,0.042179884,Snack Foods,174.7054,OUT010,1998,,Tier 3,Grocery Store,175.1054,2023-09-05,9,Fall,4151.395959268167
FDY09,15.6,Low Fat,0.042179884,Snack Foods,174.7054,OUT010,1998,,Tier 3,Grocery Store,175.1054,2023-06-15,6,Summer,4151.395959268167
FDY09,15.6,Low Fat,0.042179884,Snack Foods,174.7054,OUT010,1998,,Tier 3,Grocery Store,223.981461980423,2023-07-30,7,Summer,5310.14883730887
FDY09,15.6,Low Fat,0.042179884,Snack Foods,174.7054,OUT010,1998,,Tier 3,Grocery Store,175.1054,2023-07-21,7,Summer,4151.395959268167
NCG06,16.35,Low Fat,0.029420857,Household,256.9646,OUT013,1987,High,Tier 3,Supermarket Type1,4637.9628,2023-06-30,6,Summer,157642.0020667651
NCG06,16.35,Low Fat,0.029420857,Household,256.9646,OUT013,1987,High,Tier 3,Supermarket Type1,4637.9628,2023-06-22,6,Summer,157642.0020667651
NCG06,16.35,Low Fat,0.029420857,Household,256.9646,OUT013,1987,High,Tier 3,Supermarket Type1,4637.9628,2023-10-02,10,Fall,157642.0020667651
FDG40,13.65,Low Fat,0.066657791,Frozen Foods,32.6558,OUT010,1998,,Tier 3,Grocery Store,89.054322379991,2023-01-06,1,Winter,1335.992703088391
FDG40,13.65,Low Fat,0.066657791,Frozen Foods,32.6558,OUT010,1998,,Tier 3,Grocery Store,67.9116,2023-02-13,2,Winter,1018.809639221318
FDQ47,7.155,Regular,0.168154574,Breads,33.7874,OUT035,2004,Small,Tier 2,Supermarket Type1,882.185,2023-11-20,11,Fall,5246.2741810401185
FDQ47,7.155,Regular,0.168154574,Breads,33.7874,OUT035,2004,Small,Tier 2,Supermarket Type1,1037.992021915168,2023-09-23,9,Fall,6172.844408711522
FDQ47,7.155,Regular,0.168154574,Breads,33.7874,OUT035,2004,Small,Tier 2,Supermarket Type1,882.185,2023-12-29,12,Winter,5246.2741810401185
FDQ47,7.155,Regular,0.168154574,Breads,33.7874,OUT035,2004,Small,Tier 2,Supermarket Type1,882.185,2023-07-13,7,Summer,5246.2741810401185
DRH59,10.8,LF,0.097805615,Hard Drinks,73.938,OUT010,1998,,Tier 3,Grocery Store,73.238,2023-03-23,3,Spring,748.8118141274405
DRH59,10.8,LF,0.097805615,Hard Drinks,73.938,OUT010,1998,,Tier 3,Grocery Store,73.238,2023-11-08,11,Fall,748.8118141274405
DRH59,10.8,LF,0.097805615,Hard Drinks,73.938,OUT010,1998,,Tier 3,Grocery Store,73.238,2023-02-02,2,Winter,748.8118141274405
FDH48,13.5,Low Fat,0.06082246,Baking Goods,85.154,OUT017,2007,,Tier 2,Supermarket Type1,605.878,2023-08-07,8,Summer,9961.418857441808
FDH48,13.5,Low Fat,0.06082246,Baking Goods,85.154,OUT017,2007,,Tier 2,Supermarket Type1,605.878,2023-04-18,4,Spring,9961.418857441808
FDH48,13.5,Low Fat,0.06082246,Baking Goods,85.154,OUT017,2007,,Tier 2,Supermarket Type1,605.878,2023-05-04,5,Spring,9961.418857441808
FDE34,9.195,Low Fat,0.107870997,Snack Foods,181.2634,OUT035,2004,Small,Tier 2,Supermarket Type1,2821.9719447769216,2023-11-19,11,Fall,26160.61799055145
FDE34,9.195,Low Fat,0.107870997,Snack Foods,181.2634,OUT035,2004,Small,Tier 2,Supermarket Type1,2362.9242,2023-12-05,12,Winter,21905.09280265575
FDE34,9.195,Low Fat,0.107870997,Snack Foods,181.2634,OUT035,2004,Small,Tier 2,Supermarket Type1,2830.531964935643,2023-02-04,2,Winter,26239.972222891785
NCM05,6.825,Low Fat,0.059940022,Health and Hygiene,262.4226,OUT049,1999,Medium,Tier 1,Supermarket Type1,4837.81935813062,2023-09-10,9,Fall,80711.00404552103
NCM05,6.825,Low Fat,0.059940022,Health and Hygiene,262.4226,OUT049,1999,Medium,Tier 1,Supermarket Type1,3964.839,2023-01-23,1,Winter,66146.77251870211
FDU55,16.2,Low Fat,0.035967107,Fruits and Vegetables,260.3278,OUT049,1999,Medium,Tier 1,Supermarket Type1,9614.766175586468,2023-06-11,6,Summer,267321.0880037271
FDU55,16.2,Low Fat,0.035967107,Fruits and Vegetables,260.3278,OUT049,1999,Medium,Tier 1,Supermarket Type1,7549.5062,2023-02-16,2,Winter,209900.29028467595
FDU55,16.2,Low Fat,0.035967107,Fruits and Vegetables,260.3278,OUT049,1999,Medium,Tier 1,Supermarket Type1,8651.786368562824,2023-12-31,12,Winter,240547.1857539953
FDU55,16.2,Low Fat,0.035967107,Fruits and Vegetables,260.3278,OUT049,1999,Medium,Tier 1,Supermarket Type1,7549.5062,2023-02-22,2,Winter,209900.29028467595
FDS60,20.85,Low Fat,0.032442388,Baking Goods,178.366,OUT035,2004,Small,Tier 2,Supermarket Type1,5596.2051457400485,2023-10-28,10,Fall,172496.7084956893
FDS60,20.85,Low Fat,0.032442388,Baking Goods,178.366,OUT035,2004,Small,Tier 2,Supermarket Type1,5911.831214551617,2023-06-04,6,Summer,182225.52589382807
FDS60,20.85,Low Fat,0.032442388,Baking Goods,178.366,OUT035,2004,Small,Tier 2,Supermarket Type1,4673.916,2023-03-16,3,Spring,144068.18634929092
FDS60,20.85,Low Fat,0.032442388,Baking Goods,178.366,OUT035,2004,Small,Tier 2,Supermarket Type1,4673.916,2023-03-30,3,Spring,144068.18634929092
FDZ32,7.785,Regular,0.0,Fruits and Vegetables,106.4964,OUT013,1987,High,Tier 3,Supermarket Type1,1577.946,2023-05-17,5,Spring,inf
FDZ32,7.785,Regular,0.0,Fruits and Vegetables,106.4964,OUT013,1987,High,Tier 3,Supermarket Type1,1577.946,2023-10-11,10,Fall,inf
FDZ32,7.785,Regular,0.0,Fruits and Vegetables,106.4964,OUT013,1987,High,Tier 3,Supermarket Type1,1577.946,2023-06-02,6,Summer,inf
FDP12,9.8,Regular,0.045358609,Baking Goods,36.1874,OUT045,2002,,Tier 2,Supermarket Type1,549.89835652226,2023-11-21,11,Fall,12123.351413229184
FDP12,9.8,Regular,0.045358609,Baking Goods,36.1874,OUT045,2002,,Tier 2,Supermarket Type1,484.936828262732,2023-08-20,8,Summer,10691.175037195959
FDP12,9.8,Regular,0.045358609,Baking Goods,36.1874,OUT045,2002,,Tier 2,Supermarket Type1,573.5850425763172,2023-11-08,11,Fall,12645.560682346259
FDP12,9.8,Regular,0.045358609,Baking Goods,36.1874,OUT045,2002,,Tier 2,Supermarket Type1,484.15230940647984,2023-08-27,8,Summer,10673.879117555827
NCL31,,Low Fat,0.119698523,Others,143.047,OUT027,1985,Medium,Tier 3,Supermarket Type3,4116.333865600591,2023-07-29,7,Summer,34389.1784328917
NCL31,,Low Fat,0.119698523,Others,143.047,OUT027,1985,Medium,Tier 3,Supermarket Type3,3578.675,2023-01-23,1,Winter,29897.403161775022
NCL31,,Low Fat,0.119698523,Others,143.047,OUT027,1985,Medium,Tier 3,Supermarket Type3,4493.369487837591,2023-04-02,4,Spring,37539.055413721275
NCL31,,Low Fat,0.119698523,Others,143.047,OUT027,1985,Medium,Tier 3,Supermarket Type3,3578.675,2023-01-06,1,Winter,29897.403161775022
FDR32,,Regular,0.150238656,Fruits and Vegetables,229.3694,OUT019,1985,Small,Tier 1,Grocery Store,228.3694,2023-06-19,6,Summer,1520.044215518009
FDR32,,Regular,0.150238656,Fruits and Vegetables,229.3694,OUT019,1985,Small,Tier 1,Grocery Store,285.01606393145687,2023-02-05,2,Winter,1897.0887487934988
FDL08,,Low Fat,0.049478259,Fruits and Vegetables,245.4144,OUT027,1985,Medium,Tier 3,Supermarket Type3,3675.216,2023-07-20,7,Summer,74279.41229702525
FDL08,,Low Fat,0.049478259,Fruits and Vegetables,245.4144,OUT027,1985,Medium,Tier 3,Supermarket Type3,3675.216,2023-11-20,11,Fall,74279.41229702525
FDL08,,Low Fat,0.049478259,Fruits and Vegetables,245.4144,OUT027,1985,Medium,Tier 3,Supermarket Type3,3675.216,2023-03-17,3,Spring,74279.41229702525
FDY34,10.5,Regular,0.010998932,Snack Foods,164.3842,OUT049,1999,Medium,Tier 1,Supermarket Type1,2063.7457377352043,2023-12-02,12,Winter,187631.46619464547
FDY34,10.5,Regular,0.010998932,Snack Foods,164.3842,OUT049,1999,Medium,Tier 1,Supermarket Type1,1823.6262,2023-05-17,5,Spring,165800.2977016314
DRG23,8.88,Low Fat,0.0,Hard Drinks,154.0682,OUT018,2009,Medium,Tier 3,Supermarket Type2,3583.7069198314584,2023-02-05,2,Winter,inf
DRG23,8.88,Low Fat,0.0,Hard Drinks,154.0682,OUT018,2009,Medium,Tier 3,Supermarket Type2,3548.53148402436,2023-12-24,12,Winter,inf
FDD04,16.0,Low Fat,0.08989642,Dairy,143.4154,OUT013,1987,High,Tier 3,Supermarket Type1,2618.252653573679,2023-01-09,1,Winter,29125.21603834367
FDD04,16.0,Low Fat,0.08989642,Dairy,143.4154,OUT013,1987,High,Tier 3,Supermarket Type1,2555.168265319921,2023-09-03,9,Fall,28423.47076023629
FDX37,16.2,Low Fat,0.063385859,Canned,98.17,OUT017,2007,,Tier 2,Supermarket Type1,3044.8153394532505,2023-01-21,1,Winter,48036.19273272372
FDX37,16.2,Low Fat,0.063385859,Canned,98.17,OUT017,2007,,Tier 2,Supermarket Type1,2696.49,2023-02-13,2,Winter,42540.8765068562
FDX37,16.2,Low Fat,0.063385859,Canned,98.17,OUT017,2007,,Tier 2,Supermarket Type1,2696.49,2023-05-12,5,Spring,42540.8765068562
FDX37,16.2,Low Fat,0.063385859,Canned,98.17,OUT017,2007,,Tier 2,Supermarket Type1,2696.49,2023-06-23,6,Summer,42540.8765068562
FDM09,11.15,Regular,0.086281593,Snack Foods,170.579,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.232,2023-07-03,7,Summer,15741.851219645421
FDM09,11.15,Regular,0.086281593,Snack Foods,170.579,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.232,2023-11-15,11,Fall,15741.851219645421
FDA52,16.2,Regular,0.128315409,Frozen Foods,178.137,OUT013,1987,High,Tier 3,Supermarket Type1,5117.195408989414,2023-01-23,1,Winter,39879.819959810244
FDA52,16.2,Regular,0.128315409,Frozen Foods,178.137,OUT013,1987,High,Tier 3,Supermarket Type1,5265.461359649663,2023-11-28,11,Fall,41035.30044197313
FDA52,16.2,Regular,0.128315409,Frozen Foods,178.137,OUT013,1987,High,Tier 3,Supermarket Type1,3881.614,2023-05-17,5,Spring,30250.567957898184
FDA52,16.2,Regular,0.128315409,Frozen Foods,178.137,OUT013,1987,High,Tier 3,Supermarket Type1,3881.614,2023-06-14,6,Summer,30250.567957898184
NCV41,14.35,Low Fat,0.017108186,Health and Hygiene,110.3228,OUT018,2009,Medium,Tier 3,Supermarket Type2,552.614,2023-09-29,9,Fall,32301.145194470064
NCV41,14.35,Low Fat,0.017108186,Health and Hygiene,110.3228,OUT018,2009,Medium,Tier 3,Supermarket Type2,552.614,2023-03-20,3,Spring,32301.145194470064
NCV41,14.35,Low Fat,0.017108186,Health and Hygiene,110.3228,OUT018,2009,Medium,Tier 3,Supermarket Type2,552.614,2023-09-28,9,Fall,32301.145194470064
NCV41,14.35,Low Fat,0.017108186,Health and Hygiene,110.3228,OUT018,2009,Medium,Tier 3,Supermarket Type2,625.3332752688174,2023-05-07,5,Spring,36551.69959391471
FDB20,7.72,LF,0.051970838,Fruits and Vegetables,79.7986,OUT035,2004,Small,Tier 2,Supermarket Type1,2779.569902683053,2023-03-11,3,Spring,53483.26118357093
FDB20,7.72,LF,0.051970838,Fruits and Vegetables,79.7986,OUT035,2004,Small,Tier 2,Supermarket Type1,2336.958,2023-10-10,10,Fall,44966.71768117343
FDB20,7.72,LF,0.051970838,Fruits and Vegetables,79.7986,OUT035,2004,Small,Tier 2,Supermarket Type1,2336.958,2023-04-11,4,Spring,44966.71768117343
FDB20,7.72,LF,0.051970838,Fruits and Vegetables,79.7986,OUT035,2004,Small,Tier 2,Supermarket Type1,2336.958,2023-10-18,10,Fall,44966.71768117343
FDD28,10.695,Low Fat,0.0,Frozen Foods,60.5904,OUT017,2007,,Tier 2,Supermarket Type1,410.1328,2023-02-07,2,Winter,inf
FDD28,10.695,Low Fat,0.0,Frozen Foods,60.5904,OUT017,2007,,Tier 2,Supermarket Type1,519.5088870083196,2023-05-07,5,Spring,inf
FDD28,10.695,Low Fat,0.0,Frozen Foods,60.5904,OUT017,2007,,Tier 2,Supermarket Type1,512.6865238771012,2023-02-12,2,Winter,inf
FDI38,13.35,Regular,0.024482433,Canned,205.7638,OUT010,1998,,Tier 3,Grocery Store,621.1914,2023-05-22,5,Spring,25372.943939027627
FDI38,13.35,Regular,0.024482433,Canned,205.7638,OUT010,1998,,Tier 3,Grocery Store,621.1914,2023-09-15,9,Fall,25372.943939027627
FDI38,13.35,Regular,0.024482433,Canned,205.7638,OUT010,1998,,Tier 3,Grocery Store,621.1914,2023-05-30,5,Spring,25372.943939027627
FDI38,13.35,Regular,0.024482433,Canned,205.7638,OUT010,1998,,Tier 3,Grocery Store,768.4589946827732,2023-10-22,10,Fall,31388.179217432073
FDA28,16.1,Regular,0.047792845,Frozen Foods,126.1362,OUT035,2004,Small,Tier 2,Supermarket Type1,3271.7412,2023-03-14,3,Spring,68456.71564436058
FDA28,16.1,Regular,0.047792845,Frozen Foods,126.1362,OUT035,2004,Small,Tier 2,Supermarket Type1,4445.637514745949,2023-12-25,12,Winter,93018.89257159621
FDA28,16.1,Regular,0.047792845,Frozen Foods,126.1362,OUT035,2004,Small,Tier 2,Supermarket Type1,3271.7412,2023-06-16,6,Summer,68456.71564436058
FDA28,16.1,Regular,0.047792845,Frozen Foods,126.1362,OUT035,2004,Small,Tier 2,Supermarket Type1,3271.7412,2023-06-07,6,Summer,68456.71564436058
FDB32,,Low Fat,0.023339367,Fruits and Vegetables,94.8778,OUT027,1985,Medium,Tier 3,Supermarket Type3,4885.190322795551,2023-08-12,8,Summer,209311.17466877104
FDB32,,Low Fat,0.023339367,Fruits and Vegetables,94.8778,OUT027,1985,Medium,Tier 3,Supermarket Type3,4036.7454,2023-06-08,6,Summer,172958.6496497527
NCS54,13.6,Low Fat,0.009991273,Household,175.537,OUT035,2004,Small,Tier 2,Supermarket Type1,4228.924839264028,2023-10-15,10,Fall,423261.8645556005
NCS54,13.6,Low Fat,0.009991273,Household,175.537,OUT035,2004,Small,Tier 2,Supermarket Type1,3705.177,2023-08-07,8,Summer,370841.3332315111
NCA17,20.6,Low Fat,0.045675104,Health and Hygiene,150.9392,OUT017,2007,,Tier 2,Supermarket Type1,4026.7584,2023-09-26,9,Fall,88160.90270971249
NCA17,20.6,Low Fat,0.045675104,Health and Hygiene,150.9392,OUT017,2007,,Tier 2,Supermarket Type1,4648.490948713391,2023-08-06,8,Summer,101772.96911493383
NCA17,20.6,Low Fat,0.045675104,Health and Hygiene,150.9392,OUT017,2007,,Tier 2,Supermarket Type1,4026.7584,2023-08-07,8,Summer,88160.90270971249
FDR14,11.65,Low Fat,0.173904193,Dairy,52.3298,OUT013,1987,High,Tier 3,Supermarket Type1,389.8937078671804,2023-06-17,6,Summer,2242.0029163251997
FDR14,11.65,Low Fat,0.173904193,Dairy,52.3298,OUT013,1987,High,Tier 3,Supermarket Type1,352.1099391846803,2023-01-31,1,Winter,2024.7351895918937
FDR14,11.65,Low Fat,0.173904193,Dairy,52.3298,OUT013,1987,High,Tier 3,Supermarket Type1,326.0797652028233,2023-09-30,9,Fall,1875.0540718867157
FDS58,9.285,Regular,0.021039273,Snack Foods,160.0578,OUT049,1999,Medium,Tier 1,Supermarket Type1,2567.3248,2023-04-18,4,Spring,122025.3570548754
FDS58,9.285,Regular,0.021039273,Snack Foods,160.0578,OUT049,1999,Medium,Tier 1,Supermarket Type1,2876.114709757199,2023-08-20,8,Summer,136702.19069628493
FDS58,9.285,Regular,0.021039273,Snack Foods,160.0578,OUT049,1999,Medium,Tier 1,Supermarket Type1,2912.7249102289634,2023-02-11,2,Winter,138442.2793615047
FDU08,10.3,Low Fat,0.027426689,Fruits and Vegetables,97.3042,OUT018,2009,Medium,Tier 3,Supermarket Type2,694.4294,2023-07-10,7,Summer,25319.476222594712
FDU08,10.3,Low Fat,0.027426689,Fruits and Vegetables,97.3042,OUT018,2009,Medium,Tier 3,Supermarket Type2,774.8002487094636,2023-05-27,5,Spring,28249.86452828716
FDU08,10.3,Low Fat,0.027426689,Fruits and Vegetables,97.3042,OUT018,2009,Medium,Tier 3,Supermarket Type2,694.4294,2023-06-29,6,Summer,25319.476222594712
FDI60,7.22,Regular,0.064141866,Baking Goods,61.251,OUT010,1998,,Tier 3,Grocery Store,126.502,2023-10-25,10,Fall,1972.2220117512638
FDI60,7.22,Regular,0.064141866,Baking Goods,61.251,OUT010,1998,,Tier 3,Grocery Store,126.502,2023-03-23,3,Spring,1972.2220117512638
FDU40,20.85,Low Fat,0.037556341,Frozen Foods,195.3478,OUT018,2009,Medium,Tier 3,Supermarket Type2,2438.7292235569944,2023-01-03,1,Winter,64935.21889038643
FDU40,20.85,Low Fat,0.037556341,Frozen Foods,195.3478,OUT018,2009,Medium,Tier 3,Supermarket Type2,1937.478,2023-06-28,6,Summer,51588.57195380136
FDU40,20.85,Low Fat,0.037556341,Frozen Foods,195.3478,OUT018,2009,Medium,Tier 3,Supermarket Type2,1937.478,2023-03-31,3,Spring,51588.57195380136
FDU40,20.85,Low Fat,0.037556341,Frozen Foods,195.3478,OUT018,2009,Medium,Tier 3,Supermarket Type2,1937.478,2023-10-26,10,Fall,51588.57195380136
FDX46,,Regular,0.057835325,Snack Foods,57.5562,OUT027,1985,Medium,Tier 3,Supermarket Type3,2548.0166,2023-10-10,10,Fall,44056.40670299683
FDX46,,Regular,0.057835325,Snack Foods,57.5562,OUT027,1985,Medium,Tier 3,Supermarket Type3,2863.918781353032,2023-07-22,7,Summer,49518.50415560096
FDX46,,Regular,0.057835325,Snack Foods,57.5562,OUT027,1985,Medium,Tier 3,Supermarket Type3,2548.0166,2023-12-01,12,Winter,44056.40670299683
FDX46,,Regular,0.057835325,Snack Foods,57.5562,OUT027,1985,Medium,Tier 3,Supermarket Type3,2548.0166,2023-03-16,3,Spring,44056.40670299683
FDG41,8.84,Regular,0.076995176,Frozen Foods,112.0228,OUT017,2007,,Tier 2,Supermarket Type1,1215.7508,2023-09-04,9,Fall,15789.960659353517
FDG41,8.84,Regular,0.076995176,Frozen Foods,112.0228,OUT017,2007,,Tier 2,Supermarket Type1,1215.7508,2023-08-22,8,Summer,15789.960659353517
FDG41,8.84,Regular,0.076995176,Frozen Foods,112.0228,OUT017,2007,,Tier 2,Supermarket Type1,1215.7508,2023-10-20,10,Fall,15789.960659353517
FDG41,8.84,Regular,0.076995176,Frozen Foods,112.0228,OUT017,2007,,Tier 2,Supermarket Type1,1215.7508,2023-02-21,2,Winter,15789.960659353517
FDD14,,LF,0.297312685,Canned,185.4266,OUT019,1985,Small,Tier 1,Grocery Store,368.8532,2023-12-21,12,Winter,1240.6238233662987
FDD14,,LF,0.297312685,Canned,185.4266,OUT019,1985,Small,Tier 1,Grocery Store,368.8532,2023-06-01,6,Summer,1240.6238233662987
FDD14,,LF,0.297312685,Canned,185.4266,OUT019,1985,Small,Tier 1,Grocery Store,368.8532,2023-09-14,9,Fall,1240.6238233662987
FDX45,,Low Fat,0.104348025,Snack Foods,156.263,OUT027,1985,Medium,Tier 3,Supermarket Type3,5977.121678057463,2023-05-06,5,Spring,57280.64022349693
FDX45,,Low Fat,0.104348025,Snack Foods,156.263,OUT027,1985,Medium,Tier 3,Supermarket Type3,6179.093920791315,2023-07-09,7,Summer,59216.20386002817
FDX45,,Low Fat,0.104348025,Snack Foods,156.263,OUT027,1985,Medium,Tier 3,Supermarket Type3,4850.353,2023-12-14,12,Winter,46482.4609761421
FDX45,,Low Fat,0.104348025,Snack Foods,156.263,OUT027,1985,Medium,Tier 3,Supermarket Type3,6172.147295281322,2023-01-14,1,Winter,59149.63215912637
NCN30,16.35,Low Fat,0.016989991,Household,98.541,OUT035,2004,Small,Tier 2,Supermarket Type1,772.328,2023-03-29,3,Spring,45457.82278519159
NCN30,16.35,Low Fat,0.016989991,Household,98.541,OUT035,2004,Small,Tier 2,Supermarket Type1,868.9391352815574,2023-06-11,6,Summer,51144.17866857948
NCN30,16.35,Low Fat,0.016989991,Household,98.541,OUT035,2004,Small,Tier 2,Supermarket Type1,772.328,2023-05-29,5,Spring,45457.82278519159
NCN30,16.35,Low Fat,0.016989991,Household,98.541,OUT035,2004,Small,Tier 2,Supermarket Type1,772.328,2023-06-15,6,Summer,45457.82278519159
DRH13,8.575,Low Fat,0.023885957,Soft Drinks,106.628,OUT046,1997,Small,Tier 1,Supermarket Type1,1609.564339804315,2023-07-23,7,Summer,67385.38212240419
DRH13,8.575,Low Fat,0.023885957,Soft Drinks,106.628,OUT046,1997,Small,Tier 1,Supermarket Type1,1105.1594987597975,2023-11-04,11,Fall,46268.169148918656
DRH13,8.575,Low Fat,0.023885957,Soft Drinks,106.628,OUT046,1997,Small,Tier 1,Supermarket Type1,1195.6546315246935,2023-11-12,11,Fall,50056.80247706606
DRH13,8.575,Low Fat,0.023885957,Soft Drinks,106.628,OUT046,1997,Small,Tier 1,Supermarket Type1,958.752,2023-09-08,9,Fall,40138.730886939135
NCP30,20.5,Low Fat,0.032954044,Household,39.3822,OUT017,2007,,Tier 2,Supermarket Type1,314.2576,2023-09-28,9,Fall,9536.237798310884
NCP30,20.5,Low Fat,0.032954044,Household,39.3822,OUT017,2007,,Tier 2,Supermarket Type1,403.5903280075058,2023-05-27,5,Spring,12247.065276950707
NCP30,20.5,Low Fat,0.032954044,Household,39.3822,OUT017,2007,,Tier 2,Supermarket Type1,314.2576,2023-10-20,10,Fall,9536.237798310884
FDT52,9.695,Regular,0.047429578,Frozen Foods,245.8144,OUT046,1997,Small,Tier 1,Supermarket Type1,4901.80530416709,2023-12-30,12,Winter,103349.12328688841
FDT52,9.695,Regular,0.047429578,Frozen Foods,245.8144,OUT046,1997,Small,Tier 1,Supermarket Type1,4380.45620803262,2023-10-15,10,Fall,92357.05635063042
FDS36,8.38,Regular,0.047152554,Baking Goods,110.157,OUT017,2007,,Tier 2,Supermarket Type1,3944.684422767234,2023-11-21,11,Fall,83657.91644641846
FDS36,8.38,Regular,0.047152554,Baking Goods,110.157,OUT017,2007,,Tier 2,Supermarket Type1,3185.853,2023-03-17,3,Spring,67564.80253434417
